x,y,z,frame_idx,wrist_x_smooth,wrist_y_smooth,wrist_z_smooth,wrist_motion,swing_path_angle,swing_path_label
0.4639653265476227,0.5060780644416809,-0.05969146639108658,31,0.47120422720909116,0.6072999238967896,-0.03293130844831467,0.7693705819570185,79.02250908679655,In-to-Out
0.4585326611995697,0.5016148686408997,0.021044140681624413,32,0.46749780178070066,0.5695722579956055,-0.008727819100022316,0.736914463539862,79.02250908679655,In-to-Out
0.4411950707435608,0.4795951843261719,-0.0036322169471532106,33,0.45966181755065916,0.5279676795005799,-0.012597662443295122,0.700141098786693,79.02250908679655,In-to-Out
0.42518019676208496,0.4560803771018982,0.07062360644340515,34,0.4509927570819855,0.4932113528251648,-0.02539986395277083,0.6688027052762715,79.02250908679655,In-to-Out
0.41897064447402954,0.42701390385627747,0.029671380296349525,35,0.4415687799453735,0.4740764796733856,0.01160308881662786,0.6479707768657799,79.02250908679655,In-to-Out
0.41664156317710876,0.4071365296840668,0.06789030879735947,36,0.43210402727127073,0.4542881727218628,0.03711944385431707,0.6280680595055554,79.02250908679655,In-to-Out
0.41484174132347107,0.39506760239601135,0.042700495570898056,37,0.42336584329605104,0.43297871947288513,0.041450714832171796,0.6069821830550332,79.02250908679655,In-to-Out
0.4161451458930969,0.39388731122016907,0.05122898891568184,38,0.41835585832595823,0.41583714485168455,0.052422956004738806,0.5921911191079489,79.02250908679655,In-to-Out
0.4156204164028168,0.3865276873111725,0.05404430627822876,39,0.4164439022541046,0.40192660689353943,0.04910709597170353,0.5808459588637542,79.02250908679655,In-to-Out
0.41604501008987427,0.3841816484928131,0.06550917029380798,40,0.41585877537727356,0.39336015582084655,0.05627465397119522,0.5751848137123095,79.02250908679655,In-to-Out
0.4171104431152344,0.38457998633384705,0.08566531538963318,41,0.41595255136489867,0.3888488471508026,0.059829655289649966,0.5725378053627159,79.02250908679655,In-to-Out
0.418466180562973,0.3824858069419861,0.08970973640680313,42,0.4166774392127991,0.38633248805999754,0.06923150345683098,0.5724210694501533,79.02250908679655,In-to-Out
0.4197207987308502,0.3830113410949707,0.10958737134933472,43,0.4173925697803497,0.3841572940349579,0.08090317994356155,0.5730084714845719,79.02250908679655,In-to-Out
0.4198470115661621,0.38480186462402344,0.1474330723285675,44,0.4182378888130188,0.3838121294975281,0.0995809331536293,0.5763254676274041,79.02250908679655,In-to-Out
0.42486533522605896,0.3812594413757324,0.14984455704689026,45,0.42000195384025574,0.38322768807411195,0.11644801050424576,0.5803664715390251,79.02250908679655,In-to-Out
0.4259885251522064,0.3832027316093445,0.17168578505516052,46,0.42177757024765017,0.38295223712921145,0.13365210443735123,0.5851594822839428,79.02250908679655,In-to-Out
0.469479501247406,0.6920658349990845,-0.20225293934345245,47,0.43198023438453675,0.4448682427406311,0.07525956928730011,0.6246428412039686,79.02250908679655,In-to-Out
